#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-01-26T14:36:23 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56a783422747	
#INFO	-out.max=unlimited	
#INFO	queryParameters=48	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/ApJS/210/1/table1,J/ApJS/210/1/param
#-nav=cat:J/ApJS/210/1&tab:{J/ApJS/210/1/table1}&tab:{J/ApJS/210/1/param}&key:source=J/ApJS/210/1/table1&key:source=J/ApJS/210/1/param&HTTPPRM:&&-ref=VIZ56a783422747&-out.max=unlimited&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=KIC&-joincol={J/ApJS/210/1/table1}.{KIC}&-out=S&-out=numax&-out=e_numax&-out=Dnu&-out=e_Dnu&-out=T(SDSS)&-out=e_T(SDSS)&-out=T(IRFM)&-out=e_T(IRFM)&-out=[Fe/H]&-out=e_[Fe/H]&-out=KICdata&-ignore=KICdata=*&KICdata=KICdata&-out=Simbad&Simbad=Simbad&-out=_RA&-out=_DE&-out=P&-out=Mass&-out=E_Mass&-out=e_Mass&-out=Rad&-out=E_Rad&-out=e_Rad&-out=rho&-out=E_rho&-out=e_rho&-out=log(g)&-out=E_log(g)&-out=e_log(g)&-out=Age&-out=E_Age&-out=e_Age&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/210/1/table1,J/ApJS/210/1/param
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/210/1/table1 J/ApJS/210/1/param
#-order=I
#-out=KIC
#-joincol={J/ApJS/210/1/table1}.{KIC}
#-joincol=KIC
#-out=S
#-out=numax
#-out=e_numax
#-out=Dnu
#-out=e_Dnu
#-out=T(SDSS)
#-out=e_T(SDSS)
#-out=T(IRFM)
#-out=e_T(IRFM)
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=KICdata
#-out=Simbad
#-out=_RA
#-out=_DE
#-out=P
#-out=Mass
#-out=E_Mass
#-out=e_Mass
#-out=Rad
#-out=E_Rad
#-out=e_Rad
#-out=rho
#-out=E_rho
#-out=e_rho
#-out=log(g)
#-out=E_log(g)
#-out=e_log(g)
#-out=Age
#-out=E_Age
#-out=e_Age
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables J/ApJS/210/1/table1,J/ApJS/210/1/param
#
#Table	J_ApJS_210_1_table1_J_ApJS_210_1_param:
#Name: J/ApJS/210/1/table1,J/ApJS/210/1/param
#Title:
#Column	_RAJ20001	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ20001	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	KIC1	(I8)	Kepler identifier (Cat. V/133) \linkRole{physical parameters} [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	S1	(A1)	{\bf S} indicates that this star has spectroscopic Teff and Fe/H values (J/MNRAS/423/122)	[ucd=meta.ref.url]
#Column	numax1	(I4)	[250/3481]? Frequency of maximum oscillations power [NULL integer written as an empty string]	[ucd=em.freq;src.var]
#Column	e_numax1	(I3)	? Uncertainty in numax [NULL integer written as an empty string]	[ucd=stat.error]
#Column	Dnu1	(F5.1)	[17/174] Average large frequency separation	[ucd=em.freq;src.var]
#Column	e_Dnu1	(F4.1)	Uncertainty in Dnu	[ucd=stat.error]
#Column	T(SDSS)1	(I4)	[4814/7149]? SDSS derived effective temperature [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	e_T(SDSS)1	(I3)	? Uncertainty in T(SDSS) [NULL integer written as an empty string]	[ucd=stat.error]
#Column	T(IRFM)1	(I4)	[4801/7066]? IR Flux Method derived effective temperature [NULL integer written as an empty string]	[ucd=phot.flux;em.IR]
#Column	e_T(IRFM)1	(I3)	? Uncertainty in T(IRFM) [NULL integer written as an empty string]	[ucd=stat.error]
#Column	[Fe/H]1	(F5.2)	[-0.2] Field-averaged metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]1	(F5.2)	[0.3] Uncertainty in [Fe/H]	[ucd=stat.error;phys.abund.Fe]
#Column	KICdata1	(a7)	Display the KIC data (V/133)	[ucd=meta.ref.url]
#Column	Simbad1	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=meta.ref.url]
#Column	_RA1	(F10.6)	Positions from the KIC catalog (Cat. V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE1	(F10.6)	Positions from the KIC catalog (Cat. V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
#Column	P2	(A1)	Photometry used: {bf S}DSS or {\bf I}RFM (Infra-Red Flux Method from 2MASS data)	[ucd=meta.note]
#Column	Mass2	(F5.2)	[0.8/2]? Mass	[ucd=phys.mass]
#Column	E_Mass2	(F5.2)	? Upper uncertainty in Mass	[ucd=stat.error;stat.max]
#Column	e_Mass2	(F5.2)	? Lower uncertainty in Mass	[ucd=stat.error;phys.mass]
#Column	Rad2	(F5.2)	[0.8/5]? Radius	[ucd=phys.size.radius]
#Column	E_Rad2	(F5.2)	? Upper uncertainty in Rad	[ucd=stat.error;stat.max]
#Column	e_Rad2	(F5.2)	? Lower uncertainty in Rad	[ucd=stat.error]
#Column	rho2	(F7.4)	[0.01/1.7]? Density relative to {rho}_{sun}_	[ucd=phys.density]
#Column	E_rho2	(F7.4)	? Upper uncertainty in rho	[ucd=stat.error;stat.max]
#Column	e_rho2	(F7.4)	? Lower uncertainty in rho	[ucd=stat.error]
#Column	log(g)2	(F6.3)	[3.3/4.6]? Log of surface gravity	[ucd=phys.gravity]
#Column	E_log(g)2	(F6.3)	? Upper uncertainty in log(g)	[ucd=stat.error;stat.max]
#Column	e_log(g)2	(F6.3)	? Lower uncertainty in log(g)	[ucd=stat.error]
#Column	Age2	(F4.1)	[0.3/14]? Age	[ucd=time.age]
#Column	E_Age2	(F4.1)	? Upper uncertainty in Age	[ucd=stat.error;stat.max]
#Column	e_Age2	(F4.1)	? Lower uncertainty in Age	[ucd=stat.error;time.age]
_DEJ2000|_RAJ2000|KIC|S|numax|e_numax|Dnu|e_Dnu|T(SDSS)|e_T(SDSS)|T(IRFM)|e_T(IRFM)|[Fe/H]|e_[Fe/H]|KICdata|Simbad|_RA|_DE|P|Mass|E_Mass|e_Mass|Rad|E_Rad|e_Rad|rho|E_rho|e_rho|log(g)|E_log(g)|e_log(g)|Age|E_Age|e_Age
+38.573570|285.179080| 3424541|S| 745| 55| 41.5| 1.1|6475| 66|6703|169|-0.20| 0.30|KICdata|Simbad|285.179080|+38.573570|S| 1.54| 0.16| 0.20| 2.51| 0.12| 0.12| 0.0959| 0.0048| 0.0046| 3.819| 0.019| 0.020| 2.9| 1.1| 0.8
+38.522930|286.438600| 3427720|S|2756|191|119.9| 2.0|6023| 51|6107|142|-0.20| 0.30|KICdata|Simbad|286.438600|+38.522930|S| 1.05| 0.11| 0.13| 1.10| 0.04| 0.05| 0.7826| 0.0270| 0.0256| 4.373| 0.016| 0.018| 4.2| 3.4| 2.4
+38.525421|287.007080| 3429205| | 368| 10| 24.1| 0.9|5116| 62|5130|101|-0.20| 0.30|KICdata|Simbad|287.007080|+38.525421|S| 1.35| 0.28| 0.16| 3.48| 0.32| 0.20| 0.0320| 0.0021| 0.0023| 3.486| 0.011| 0.012| 4.2| 1.4| 1.7
+38.538391|287.621430| 3430893| |1707| 89| 79.1| 1.7|6270| 60|    |   |-0.20| 0.30|KICdata|Simbad|287.621430|+38.538391|S| 1.31| 0.10| 0.13| 1.55| 0.05| 0.06| 0.3479| 0.0143| 0.0139| 4.169| 0.015| 0.016| 3.1| 0.9| 0.8
+38.575272|289.760250| 3437637| | 850| 28| 48.0| 2.5|5483| 58|5561|124|-0.20| 0.30|KICdata|Simbad|289.760250|+38.575272|S| 1.13| 0.11| 0.14| 2.06| 0.10| 0.13| 0.1291| 0.0093| 0.0081| 3.860| 0.013| 0.014| 6.8| 2.3| 1.1
+38.598019|290.028320| 3438633| | 987| 56| 55.8| 1.7|6432| 73|6399|159|-0.20| 0.30|KICdata|Simbad|290.028320|+38.598019|S| 1.31| 0.18| 0.11| 1.98| 0.10| 0.09| 0.1699| 0.0094| 0.0089| 3.966| 0.018| 0.018| 4.1| 0.8| 1.2
+38.516861|294.544460| 3456181|S| 921| 30| 52.0| 0.8|6732| 91|6589|166|-0.20| 0.30|KICdata|Simbad|294.544460|+38.516861|S| 1.45| 0.13| 0.11| 2.12| 0.07| 0.07| 0.1521| 0.0052| 0.0051| 3.946| 0.012| 0.013| 3.0| 0.7| 0.8
+38.697300|288.386810| 3534307| |1436| 74| 78.2| 1.0|5781| 59|5749|143|-0.20| 0.30|KICdata|Simbad|288.386810|+38.697300|S| 0.96| 0.13| 0.11| 1.44| 0.07| 0.06| 0.3223| 0.0098| 0.0098| 4.104| 0.019| 0.017|10.5| 3.2| 3.1
+38.689590|291.727140| 3545753| | 681| 41| 43.2| 1.3|6206| 58|6188|167|-0.20| 0.30|KICdata|Simbad|291.727140|+38.689590|S| 1.32| 0.13| 0.17| 2.37| 0.11| 0.12| 0.0985| 0.0060| 0.0059| 3.806| 0.019| 0.019| 4.2| 1.1| 0.7
+38.681042|292.261630| 3547794| |1190|129| 67.7| 1.8|6825| 81|    |   |-0.20| 0.30|KICdata|Simbad|292.261630|+38.681042|S| 1.40| 0.11| 0.13| 1.75| 0.06| 0.06| 0.2585| 0.0152| 0.0145| 4.093| 0.019| 0.019| 2.7| 0.8| 0.7
+38.726440|286.517090| 3630240| | 250|  9| 18.3| 0.5|5256| 71|5496|123|-0.20| 0.30|KICdata|Simbad|286.517090|+38.726440|S| 1.46| 0.35| 0.20| 4.35| 0.41| 0.27| 0.0178| 0.0011| 0.0011| 3.329| 0.016| 0.016| 3.2| 1.4| 1.5
+38.714016|287.361820| 3632418|S|1159| 44| 60.9| 0.4|    |   |5838|178|-0.20| 0.30|KICdata|Simbad|287.361820|+38.714016|S|     |     |     |     |     |     |       |       |       |      |      |      |    |    |
+38.743759|287.896090| 3633847| |1109| 53| 61.1| 1.0|6122| 51|6298|143|-0.20| 0.30|KICdata|Simbad|287.896090|+38.743759|S| 1.25| 0.11| 0.15| 1.84| 0.07| 0.08| 0.1989| 0.0069| 0.0069| 4.000| 0.016| 0.018| 4.9| 1.1| 1.0
+38.734631|287.914150| 3633889| |2020| 63| 97.7| 1.7|6452| 49|6619|151|-0.20| 0.30|KICdata|Simbad|287.914150|+38.734631|S| 1.22| 0.10| 0.10| 1.32| 0.04| 0.05| 0.5239| 0.0178| 0.0172| 4.278| 0.011| 0.011| 2.2| 1.1| 1.0
+38.760342|290.540010| 3642422| | 478| 39| 29.4| 0.5|5325| 98|5206|113|-0.20| 0.30|KICdata|Simbad|290.540010|+38.760342|S| 1.45| 0.18| 0.21| 3.15| 0.14| 0.18| 0.0462| 0.0017| 0.0016| 3.600| 0.016| 0.021| 3.4| 1.6| 0.9
+38.777012|290.947050| 3643774| |1419| 68| 76.4| 1.2|6029|104|6180|130|-0.20| 0.30|KICdata|Simbad|290.947050|+38.777012|S| 1.07| 0.13| 0.11| 1.51| 0.07| 0.06| 0.3100| 0.0104| 0.0100| 4.108| 0.017| 0.016| 6.8| 2.2| 2.0
+38.715778|294.203310| 3656476|S|1887| 40| 93.3| 1.3|5684| 56|5738|130|-0.20| 0.30|KICdata|Simbad|294.203310|+38.715778|S| 0.99| 0.10| 0.09| 1.28| 0.05| 0.05| 0.4674| 0.0144| 0.0142| 4.216| 0.010| 0.010|10.3| 3.1| 3.3
+38.744770|294.332670| 3657002| |1603| 59| 80.1| 1.1|6006| 64|6094|148|-0.20| 0.30|KICdata|Simbad|294.332670|+38.744770|S| 1.18| 0.10| 0.12| 1.51| 0.05| 0.06| 0.3450| 0.0102| 0.0098| 4.153| 0.012| 0.015| 5.1| 2.0| 1.0
+38.746010|295.263550| 3661135| | 998| 30| 54.5| 1.0|5603| 71|5656|126|-0.20| 0.30|KICdata|Simbad|295.263550|+38.746010|S| 1.16| 0.08| 0.10| 1.94| 0.06| 0.07| 0.1592| 0.0063| 0.0062| 3.926| 0.011| 0.012| 6.8| 1.2| 0.7
+38.811749|286.119840| 3730801| |1484| 71| 74.6| 2.2|5894| 58|6017|145|-0.20| 0.30|KICdata|Simbad|286.119840|+38.811749|S| 1.19| 0.08| 0.21| 1.56| 0.07| 0.10| 0.3040| 0.0168| 0.0163| 4.110| 0.018| 0.020| 5.6| 3.7| 1.1
+38.899891|287.258030| 3733735|S|1974|121| 92.8| 2.5|6711| 66|6827|176|-0.20| 0.30|KICdata|Simbad|287.258030|+38.899891|S| 1.34| 0.09| 0.13| 1.40| 0.05| 0.05| 0.4919| 0.0249| 0.0245| 4.273| 0.016| 0.016| 1.1| 1.1| 0.7
+38.817680|288.069340| 3735871| |    |   |122.7| 3.3|6176| 50|6305|147|-0.20| 0.30|KICdata|Simbad|288.069340|+38.817680|S| 1.07| 0.12| 0.13| 1.09| 0.05| 0.05| 0.8167| 0.0455| 0.0428| 4.388| 0.021| 0.022| 3.0| 3.0| 2.3
+38.802292|295.174930| 3761840| | 625| 57| 34.4| 1.4|6236| 61|6673|176|-0.20| 0.30|KICdata|Simbad|295.174930|+38.802292|S| 1.49| 0.16| 0.16| 2.82| 0.13| 0.13| 0.0663| 0.0049| 0.0047| 3.709| 0.024| 0.024| 3.2| 0.8| 0.7
